entity_id,state,last_changed
sensor.te_0904_temperature,24.98,2026-01-21T01:04:51.863Z
sensor.te_0904_temperature,25.01,2026-01-21T01:04:53.271Z
sensor.te_0904_temperature,25.02,2026-01-21T01:04:54.608Z
sensor.te_0904_temperature,24.99,2026-01-21T01:04:58.597Z
sensor.te_0904_temperature,25.02,2026-01-21T01:05:05.179Z
sensor.te_0904_temperature,25.08,2026-01-21T01:05:15.894Z
sensor.te_0904_temperature,25.03,2026-01-21T01:05:19.896Z
sensor.te_0904_temperature,25.04,2026-01-21T01:05:23.883Z
sensor.te_0904_temperature,25.05,2026-01-21T01:05:26.465Z
sensor.te_0904_temperature,25.03,2026-01-21T01:05:29.103Z
sensor.te_0904_temperature,25.11,2026-01-21T01:05:30.456Z
sensor.te_0904_temperature,25.06,2026-01-21T01:05:31.872Z
sensor.te_0904_temperature,25.17,2026-01-21T01:05:34.460Z
sensor.te_0904_temperature,25.1,2026-01-21T01:05:38.451Z
sensor.te_0904_temperature,25.11,2026-01-21T01:05:39.865Z
sensor.te_0904_temperature,25.04,2026-01-21T01:05:41.182Z
sensor.te_0904_temperature,25.25,2026-01-21T01:06:21.152Z
sensor.te_0904_temperature,25.13,2026-01-21T01:06:22.565Z
sensor.te_0904_temperature,25.06,2026-01-21T01:06:25.140Z
sensor.te_0904_temperature,25.07,2026-01-21T01:06:26.551Z
sensor.te_0904_temperature,25.13,2026-01-21T01:06:27.888Z
sensor.te_0904_temperature,25.17,2026-01-21T01:06:51.903Z
sensor.te_0904_temperature,25.19,2026-01-21T01:07:15.903Z
sensor.te_0904_temperature,25.16,2026-01-21T01:07:17.276Z
sensor.te_0904_temperature,25.19,2026-01-21T01:07:20.011Z
sensor.te_0904_temperature,25.18,2026-01-21T01:07:21.371Z
sensor.te_0904_temperature,25.13,2026-01-21T01:07:33.425Z
sensor.te_0904_temperature,25.21,2026-01-21T01:07:37.409Z
sensor.te_0904_temperature,25.26,2026-01-21T01:08:13.477Z
sensor.te_0904_temperature,25.25,2026-01-21T01:08:33.733Z
sensor.te_0904_temperature,25.27,2026-01-21T01:08:48.384Z
sensor.te_0904_temperature,25.23,2026-01-21T01:08:49.648Z
sensor.te_0904_temperature,25.21,2026-01-21T01:08:51.139Z
sensor.te_0904_temperature,25.29,2026-01-21T01:09:00.459Z
sensor.te_0904_temperature,25.25,2026-01-21T01:09:03.072Z
sensor.te_0904_temperature,25.24,2026-01-21T01:09:16.475Z
sensor.te_0904_temperature,25.28,2026-01-21T01:09:19.205Z
sensor.te_0904_temperature,25.26,2026-01-21T01:09:39.377Z
sensor.te_0904_temperature,25.29,2026-01-21T01:09:54.138Z
sensor.te_0904_temperature,25.27,2026-01-21T01:09:56.722Z
sensor.te_0904_temperature,25.34,2026-01-21T01:10:04.776Z
sensor.te_0904_temperature,25.3,2026-01-21T01:10:06.145Z
sensor.te_0904_temperature,25.24,2026-01-21T01:10:16.864Z
sensor.te_0904_temperature,25.26,2026-01-21T01:10:19.636Z
sensor.te_0904_temperature,25.33,2026-01-21T01:10:27.703Z
sensor.te_0904_temperature,25.25,2026-01-21T01:10:30.289Z
sensor.te_0904_temperature,25.27,2026-01-21T01:10:31.646Z
sensor.te_0904_temperature,25.36,2026-01-21T01:10:33.059Z
sensor.te_0904_temperature,25.27,2026-01-21T01:10:42.456Z
sensor.te_0904_temperature,25.33,2026-01-21T01:10:45.121Z
sensor.te_0904_temperature,25.29,2026-01-21T01:10:53.208Z
sensor.te_0904_temperature,25.32,2026-01-21T01:10:54.558Z
sensor.te_0904_temperature,25.33,2026-01-21T01:11:05.211Z
sensor.te_0904_temperature,25.35,2026-01-21T01:11:17.377Z
sensor.te_0904_temperature,25.37,2026-01-21T01:11:38.879Z
sensor.te_0904_temperature,25.36,2026-01-21T01:11:49.571Z
sensor.te_0904_temperature,25.33,2026-01-21T01:11:56.280Z
sensor.te_0904_temperature,25.4,2026-01-21T01:12:07.979Z
sensor.te_0904_temperature,25.37,2026-01-21T01:12:15.846Z
sensor.te_0904_temperature,25.32,2026-01-21T01:12:30.390Z
sensor.te_0904_temperature,25.34,2026-01-21T01:12:31.742Z
sensor.te_0904_temperature,25.26,2026-01-21T01:12:34.372Z
sensor.te_0904_temperature,25.43,2026-01-21T01:12:42.357Z
sensor.te_0904_temperature,25.33,2026-01-21T01:12:43.586Z
sensor.te_0904_temperature,25.38,2026-01-21T01:13:00.793Z
sensor.te_0904_temperature,25.33,2026-01-21T01:13:15.976Z
sensor.te_0904_temperature,25.35,2026-01-21T01:13:23.474Z
sensor.te_0904_temperature,25.38,2026-01-21T01:13:29.091Z
sensor.te_0904_temperature,25.39,2026-01-21T01:13:40.429Z
sensor.te_0904_temperature,25.43,2026-01-21T01:13:54.487Z
sensor.te_0904_temperature,25.42,2026-01-21T01:13:54.702Z
sensor.te_0904_temperature,25.41,2026-01-21T01:14:15.694Z
sensor.te_0904_temperature,25.42,2026-01-21T01:14:28.148Z
sensor.te_0904_temperature,25.38,2026-01-21T01:14:29.381Z
sensor.te_0904_temperature,25.42,2026-01-21T01:14:33.368Z
sensor.te_0904_temperature,25.4,2026-01-21T01:14:39.835Z
sensor.te_0904_temperature,25.35,2026-01-21T01:14:41.255Z
sensor.te_0904_temperature,25.48,2026-01-21T01:14:42.586Z
sensor.te_0904_temperature,25.44,2026-01-21T01:14:43.828Z
sensor.te_0904_temperature,25.41,2026-01-21T01:14:58.447Z
sensor.te_0904_temperature,25.47,2026-01-21T01:14:59.780Z
sensor.te_0904_temperature,25.43,2026-01-21T01:15:11.668Z
sensor.te_0904_temperature,25.42,2026-01-21T01:15:12.991Z
sensor.te_0904_temperature,25.45,2026-01-21T01:15:14.238Z
sensor.te_0904_temperature,25.42,2026-01-21T01:15:15.596Z
sensor.te_0904_temperature,25.43,2026-01-21T01:15:26.201Z
sensor.te_0904_temperature,25.39,2026-01-21T01:15:28.800Z
sensor.te_0904_temperature,25.47,2026-01-21T01:15:30.202Z
sensor.te_0904_temperature,25.46,2026-01-21T01:15:52.627Z
sensor.te_0904_temperature,25.44,2026-01-21T01:16:05.841Z
sensor.te_0904_temperature,25.43,2026-01-21T01:16:17.638Z
sensor.te_0904_temperature,25.47,2026-01-21T01:16:34.833Z
sensor.te_0904_temperature,25.4,2026-01-21T01:16:37.597Z
sensor.te_0904_temperature,25.46,2026-01-21T01:16:53.398Z
sensor.te_0904_temperature,25.5,2026-01-21T01:16:57.459Z
sensor.te_0904_temperature,25.47,2026-01-21T01:17:10.604Z
sensor.te_0904_temperature,25.51,2026-01-21T01:17:13.324Z
sensor.te_0904_temperature,25.41,2026-01-21T01:17:14.574Z
sensor.te_0904_temperature,25.45,2026-01-21T01:17:17.329Z
sensor.te_0904_temperature,25.44,2026-01-21T01:17:27.790Z
sensor.te_0904_temperature,25.47,2026-01-21T01:17:31.780Z
sensor.te_0904_temperature,25.48,2026-01-21T01:17:51.717Z
sensor.te_0904_temperature,25.49,2026-01-21T01:18:15.522Z
sensor.te_0904_temperature,25.47,2026-01-21T01:18:16.908Z
sensor.te_0904_temperature,25.51,2026-01-21T01:18:19.492Z
sensor.te_0904_temperature,25.49,2026-01-21T01:18:39.431Z
sensor.te_0904_temperature,25.5,2026-01-21T01:18:40.671Z
sensor.te_0904_temperature,25.57,2026-01-21T01:18:53.989Z
sensor.te_0904_temperature,25.52,2026-01-21T01:18:57.903Z
sensor.te_0904_temperature,25.44,2026-01-21T01:18:59.299Z
sensor.te_0904_temperature,25.59,2026-01-21T01:19:01.893Z
sensor.te_0904_temperature,25.46,2026-01-21T01:19:04.623Z
sensor.te_0904_temperature,25.44,2026-01-21T01:19:05.879Z
sensor.te_0904_temperature,25.52,2026-01-21T01:19:08.619Z
sensor.te_0904_temperature,25.47,2026-01-21T01:19:31.160Z
sensor.te_0904_temperature,25.51,2026-01-21T01:19:32.396Z
sensor.te_0904_temperature,25.57,2026-01-21T01:19:35.033Z
sensor.te_0904_temperature,25.5,2026-01-21T01:19:57.601Z
sensor.te_0904_temperature,25.51,2026-01-21T01:20:01.658Z
sensor.te_0904_temperature,25.52,2026-01-21T01:20:18.862Z
sensor.te_0904_temperature,25.48,2026-01-21T01:20:42.730Z
sensor.te_0904_temperature,25.51,2026-01-21T01:20:44.063Z
sensor.te_0904_temperature,25.49,2026-01-21T01:20:48.052Z
sensor.te_0904_temperature,25.57,2026-01-21T01:20:49.291Z
sensor.te_0904_temperature,25.55,2026-01-21T01:21:03.854Z
sensor.te_0904_temperature,25.56,2026-01-21T01:21:06.496Z
sensor.te_0904_temperature,25.52,2026-01-21T01:21:09.258Z
sensor.te_0904_temperature,25.53,2026-01-21T01:21:26.445Z
sensor.te_0904_temperature,25.57,2026-01-21T01:21:27.785Z
sensor.te_0904_temperature,25.5,2026-01-21T01:21:30.454Z
sensor.te_0904_temperature,25.51,2026-01-21T01:22:11.506Z
sensor.te_0904_temperature,25.53,2026-01-21T01:22:12.751Z
sensor.te_0904_temperature,25.47,2026-01-21T01:22:16.745Z
sensor.te_0904_temperature,25.55,2026-01-21T01:22:18.106Z
sensor.te_0904_temperature,25.56,2026-01-21T01:22:32.707Z
sensor.te_0904_temperature,25.52,2026-01-21T01:22:34.066Z
sensor.te_0904_temperature,25.59,2026-01-21T01:22:35.284Z
sensor.te_0904_temperature,25.51,2026-01-21T01:22:36.642Z
sensor.te_0904_temperature,25.6,2026-01-21T01:22:39.248Z
sensor.te_0904_temperature,25.53,2026-01-21T01:22:52.570Z
sensor.te_0904_temperature,25.51,2026-01-21T01:22:56.577Z
sensor.te_0904_temperature,25.57,2026-01-21T01:23:03.238Z
sensor.te_0904_temperature,25.5,2026-01-21T01:23:15.111Z
sensor.te_0904_temperature,25.53,2026-01-21T01:23:19.009Z
sensor.te_0904_temperature,25.55,2026-01-21T01:23:20.358Z
sensor.te_0904_temperature,25.56,2026-01-21T01:23:38.958Z
sensor.te_0904_temperature,25.61,2026-01-21T01:23:56.163Z
sensor.te_0904_temperature,25.64,2026-01-21T01:24:26.993Z
sensor.te_0904_temperature,25.59,2026-01-21T01:24:29.477Z
sensor.te_0904_temperature,25.62,2026-01-21T01:24:32.120Z
sensor.te_0904_temperature,25.54,2026-01-21T01:24:34.608Z
sensor.te_0904_temperature,25.6,2026-01-21T01:24:37.224Z
sensor.te_0904_temperature,25.51,2026-01-21T01:24:44.920Z
sensor.te_0904_temperature,25.59,2026-01-21T01:24:47.380Z
sensor.te_0904_temperature,25.62,2026-01-21T01:24:50.063Z
sensor.te_0904_temperature,25.6,2026-01-21T01:24:52.618Z
sensor.te_0904_temperature,25.58,2026-01-21T01:25:11.831Z
sensor.te_0904_temperature,25.6,2026-01-21T01:25:23.321Z
sensor.te_0904_temperature,25.57,2026-01-21T01:25:26.010Z
sensor.te_0904_temperature,25.63,2026-01-21T01:25:28.458Z
sensor.te_0904_temperature,25.61,2026-01-21T01:25:31.080Z
sensor.te_0904_temperature,25.59,2026-01-21T01:25:37.461Z
sensor.te_0904_temperature,25.61,2026-01-21T01:25:52.893Z
sensor.te_0904_temperature,25.57,2026-01-21T01:26:06.934Z
sensor.te_0904_temperature,25.56,2026-01-21T01:26:12.076Z
sensor.te_0904_temperature,25.63,2026-01-21T01:26:21.099Z
sensor.te_0904_temperature,25.57,2026-01-21T01:26:26.282Z
sensor.te_0904_temperature,25.61,2026-01-21T01:26:28.750Z
sensor.te_0904_temperature,25.57,2026-01-21T01:26:53.319Z
sensor.te_0904_temperature,25.62,2026-01-21T01:26:58.333Z
sensor.te_0904_temperature,25.61,2026-01-21T01:27:04.712Z
sensor.te_0904_temperature,25.69,2026-01-21T01:27:15.132Z
sensor.te_0904_temperature,25.64,2026-01-21T01:27:47.001Z
sensor.te_0904_temperature,25.66,2026-01-21T01:29:17.948Z
sensor.te_0904_temperature,25.64,2026-01-21T01:29:25.589Z
sensor.te_0904_temperature,25.56,2026-01-21T01:29:38.408Z
sensor.te_0904_temperature,25.68,2026-01-21T01:29:53.848Z
sensor.te_0904_temperature,25.66,2026-01-21T01:30:11.763Z
sensor.te_0904_temperature,25.71,2026-01-21T01:30:37.372Z
sensor.te_0904_temperature,25.64,2026-01-21T01:30:45.048Z
sensor.te_0904_temperature,25.72,2026-01-21T01:30:50.168Z
sensor.te_0904_temperature,25.65,2026-01-21T01:30:56.542Z
sensor.te_0904_temperature,25.66,2026-01-21T01:30:59.188Z
sensor.te_0904_temperature,25.68,2026-01-21T01:31:04.298Z
sensor.te_0904_temperature,25.65,2026-01-21T01:31:28.610Z
sensor.te_0904_temperature,25.72,2026-01-21T01:32:09.750Z
sensor.te_0904_temperature,25.63,2026-01-21T01:32:18.751Z
sensor.te_0904_temperature,25.73,2026-01-21T01:32:21.324Z
sensor.te_0904_temperature,25.61,2026-01-21T01:32:31.539Z
sensor.te_0904_temperature,25.67,2026-01-21T01:32:34.112Z
sensor.te_0904_temperature,25.68,2026-01-21T01:32:45.592Z
sensor.te_0904_temperature,25.75,2026-01-21T01:32:48.236Z
sensor.te_0904_temperature,25.69,2026-01-21T01:32:50.721Z
sensor.te_0904_temperature,25.66,2026-01-21T01:32:55.861Z
sensor.te_0904_temperature,25.72,2026-01-21T01:33:00.979Z
sensor.te_0904_temperature,25.66,2026-01-21T01:33:03.610Z
sensor.te_0904_temperature,25.69,2026-01-21T01:33:15.160Z
sensor.te_0904_temperature,25.74,2026-01-21T01:33:25.314Z
sensor.te_0904_temperature,25.67,2026-01-21T01:34:15.287Z
sensor.te_0904_temperature,25.62,2026-01-21T01:34:43.579Z
sensor.te_0904_temperature,25.7,2026-01-21T01:34:48.705Z
sensor.te_0904_temperature,25.68,2026-01-21T01:34:51.238Z
sensor.te_0904_temperature,25.66,2026-01-21T01:35:01.580Z
sensor.te_0904_temperature,25.7,2026-01-21T01:35:20.814Z
sensor.te_0904_temperature,25.32,2026-01-21T01:40:29.047Z
sensor.te_0904_temperature,unavailable,2026-01-21T01:47:22.645Z
sensor.te_0904_temperature,25.17,2026-01-21T01:47:44.910Z
sensor.te_0904_temperature,25.15,2026-01-21T01:50:05.146Z
sensor.te_0904_temperature,25.17,2026-01-21T01:50:50.120Z
sensor.te_0904_temperature,25.19,2026-01-21T01:56:08.499Z
sensor.te_0904_temperature,25.17,2026-01-21T01:56:54.859Z
sensor.te_0904_temperature,25.11,2026-01-21T01:58:24.581Z
sensor.te_0904_temperature,25.12,2026-01-21T02:04:20.804Z
sensor.te_0904_temperature,25.09,2026-01-21T02:08:22.976Z
sensor.te_0904_temperature,25.15,2026-01-21T02:17:14.053Z
sensor.te_0904_temperature,25.11,2026-01-21T02:30:02.026Z
sensor.te_0904_temperature,25.16,2026-01-21T02:30:39.104Z
sensor.te_0904_temperature,25.15,2026-01-21T02:33:36.765Z
sensor.te_0904_temperature,25.1,2026-01-21T02:38:51.193Z
sensor.te_0904_temperature,25.17,2026-01-21T02:41:32.253Z
sensor.te_0904_temperature,25.18,2026-01-21T02:44:28.888Z
sensor.te_0904_temperature,25.17,2026-01-21T02:45:40.651Z
sensor.te_0904_temperature,25.22,2026-01-21T02:48:45.583Z
sensor.te_0904_temperature,25.17,2026-01-21T02:52:05.767Z
sensor.te_0904_temperature,25.2,2026-01-21T02:54:09.112Z
sensor.te_0904_temperature,25.18,2026-01-21T02:55:23.323Z
sensor.te_0904_temperature,25.23,2026-01-21T02:57:15.732Z
sensor.te_0904_temperature,25.51,2026-01-21T03:03:00.207Z
sensor.te_0904_temperature,25.56,2026-01-21T03:03:02.798Z
sensor.te_0904_temperature,25.58,2026-01-21T03:03:05.545Z
sensor.te_0904_temperature,25.57,2026-01-21T03:03:08.206Z
sensor.te_0904_temperature,25.58,2026-01-21T03:03:10.756Z
sensor.te_0904_temperature,25.61,2026-01-21T03:03:13.533Z
sensor.te_0904_temperature,25.63,2026-01-21T03:03:15.268Z
sensor.te_0904_temperature,unavailable,2026-01-21T03:22:22.837Z
sensor.te_0904_temperature,25.16,2026-01-21T04:45:22.452Z
sensor.te_0904_temperature,25.27,2026-01-21T04:50:41.692Z
sensor.te_0904_temperature,25.2,2026-01-21T04:50:49.409Z
sensor.te_0904_temperature,25.3,2026-01-21T04:50:51.039Z
sensor.te_0904_temperature,25.24,2026-01-21T04:50:55.717Z
sensor.te_0904_temperature,25.32,2026-01-21T04:51:01.879Z
sensor.te_0904_temperature,25.31,2026-01-21T04:51:03.444Z
sensor.te_0904_temperature,25.23,2026-01-21T04:51:09.757Z
sensor.te_0904_temperature,25.25,2026-01-21T04:51:15.912Z
sensor.te_0904_temperature,25.29,2026-01-21T04:51:17.641Z
sensor.te_0904_temperature,25.28,2026-01-21T04:51:23.784Z
sensor.te_0904_temperature,25.25,2026-01-21T04:51:25.241Z
sensor.te_0904_temperature,25.34,2026-01-21T04:51:31.560Z
sensor.te_0904_temperature,25.35,2026-01-21T04:51:33.129Z
sensor.te_0904_temperature,25.36,2026-01-21T04:51:39.284Z
sensor.te_0904_temperature,25.41,2026-01-21T04:51:44.003Z
sensor.te_0904_temperature,25.32,2026-01-21T04:51:45.598Z
sensor.te_0904_temperature,25.38,2026-01-21T04:51:50.301Z
sensor.te_0904_temperature,25.33,2026-01-21T04:51:51.755Z
sensor.te_0904_temperature,25.35,2026-01-21T04:51:53.323Z
sensor.te_0904_temperature,25.39,2026-01-21T04:51:58.032Z
sensor.te_0904_temperature,25.36,2026-01-21T04:51:59.631Z
sensor.te_0904_temperature,25.4,2026-01-21T04:52:02.706Z
sensor.te_0904_temperature,25.37,2026-01-21T04:52:05.872Z
sensor.te_0904_temperature,25.46,2026-01-21T04:52:07.448Z
sensor.te_0904_temperature,25.38,2026-01-21T04:52:13.659Z
sensor.te_0904_temperature,25.43,2026-01-21T04:52:15.199Z
sensor.te_0904_temperature,25.37,2026-01-21T04:52:19.804Z
sensor.te_0904_temperature,25.41,2026-01-21T04:52:21.373Z
sensor.te_0904_temperature,25.4,2026-01-21T04:52:29.120Z
sensor.te_0904_temperature,25.41,2026-01-21T04:52:38.442Z
sensor.te_0904_temperature,25.43,2026-01-21T04:52:47.775Z
sensor.te_0904_temperature,25.44,2026-01-21T04:52:49.335Z
sensor.te_0904_temperature,25.43,2026-01-21T04:52:55.639Z
sensor.te_0904_temperature,25.44,2026-01-21T04:52:57.085Z
sensor.te_0904_temperature,25.4,2026-01-21T04:53:06.418Z
sensor.te_0904_temperature,25.45,2026-01-21T04:53:22.075Z
sensor.te_0904_temperature,25.43,2026-01-21T04:53:28.306Z
sensor.te_0904_temperature,25.46,2026-01-21T04:53:31.382Z
sensor.te_0904_temperature,25.51,2026-01-21T04:53:37.725Z
sensor.te_0904_temperature,25.42,2026-01-21T04:54:11.959Z
sensor.te_0904_temperature,25.49,2026-01-21T04:54:15.094Z
sensor.te_0904_temperature,25.44,2026-01-21T04:54:33.845Z
sensor.te_0904_temperature,25.49,2026-01-21T04:54:40.199Z
sensor.te_0904_temperature,25.55,2026-01-21T04:54:49.502Z
sensor.te_0904_temperature,25.46,2026-01-21T04:54:55.672Z
sensor.te_0904_temperature,25.43,2026-01-21T04:55:02.002Z
sensor.te_0904_temperature,25.5,2026-01-21T04:55:08.152Z
sensor.te_0904_temperature,25.47,2026-01-21T04:55:23.812Z
sensor.te_0904_temperature,25.53,2026-01-21T04:55:33.136Z
sensor.te_0904_temperature,25.49,2026-01-21T04:55:39.289Z
sensor.te_0904_temperature,25.48,2026-01-21T04:55:54.942Z
sensor.te_0904_temperature,25.47,2026-01-21T04:56:01.189Z
sensor.te_0904_temperature,25.54,2026-01-21T04:56:07.370Z
sensor.te_0904_temperature,25.41,2026-01-21T04:56:13.675Z
sensor.te_0904_temperature,25.47,2026-01-21T04:56:19.851Z
sensor.te_0904_temperature,25.41,2026-01-21T04:56:26.180Z
sensor.te_0904_temperature,25.42,2026-01-21T04:56:32.427Z
sensor.te_0904_temperature,25.45,2026-01-21T04:56:38.661Z
sensor.te_0904_temperature,25.46,2026-01-21T04:56:44.812Z
sensor.te_0904_temperature,25.44,2026-01-21T04:56:51.111Z
sensor.te_0904_temperature,25.49,2026-01-21T04:56:57.407Z
sensor.te_0904_temperature,25.44,2026-01-21T04:57:06.829Z
sensor.te_0904_temperature,25.48,2026-01-21T04:57:16.168Z
sensor.te_0904_temperature,25.49,2026-01-21T04:57:31.832Z
sensor.te_0904_temperature,25.41,2026-01-21T04:57:44.300Z
sensor.te_0904_temperature,25.5,2026-01-21T04:57:47.490Z
sensor.te_0904_temperature,25.47,2026-01-21T04:57:53.637Z
sensor.te_0904_temperature,25.46,2026-01-21T04:57:56.832Z
sensor.te_0904_temperature,25.53,2026-01-21T04:58:03.081Z
sensor.te_0904_temperature,25.49,2026-01-21T04:58:12.272Z
sensor.te_0904_temperature,25.43,2026-01-21T04:58:18.544Z
sensor.te_0904_temperature,25.52,2026-01-21T04:58:27.872Z
sensor.te_0904_temperature,25.45,2026-01-21T04:58:34.177Z
sensor.te_0904_temperature,25.43,2026-01-21T04:58:40.356Z
sensor.te_0904_temperature,25.45,2026-01-21T04:58:52.917Z
sensor.te_0904_temperature,25.43,2026-01-21T04:58:59.170Z
sensor.te_0904_temperature,25.5,2026-01-21T04:59:05.408Z
sensor.te_0904_temperature,25.44,2026-01-21T04:59:11.604Z
sensor.te_0904_temperature,25.47,2026-01-21T04:59:30.387Z
sensor.te_0904_temperature,25.5,2026-01-21T04:59:39.820Z
sensor.te_0904_temperature,25.45,2026-01-21T05:00:01.627Z
sensor.te_0904_temperature,25.47,2026-01-21T05:00:17.333Z
sensor.te_0904_temperature,25.46,2026-01-21T05:00:26.829Z
sensor.te_0904_temperature,25.52,2026-01-21T05:00:36.140Z
sensor.te_0904_temperature,25.49,2026-01-21T05:00:51.704Z
sensor.te_0904_temperature,25.47,2026-01-21T05:00:57.851Z
sensor.te_0904_temperature,25.46,2026-01-21T05:01:07.191Z
sensor.te_0904_temperature,25.51,2026-01-21T05:01:22.845Z
sensor.te_0904_temperature,25.49,2026-01-21T05:01:35.332Z
sensor.te_0904_temperature,25.53,2026-01-21T05:02:15.881Z
sensor.te_0904_temperature,25.52,2026-01-21T05:02:31.531Z
sensor.te_0904_temperature,25.56,2026-01-21T05:02:37.822Z
sensor.te_0904_temperature,25.53,2026-01-21T05:02:44.029Z
sensor.te_0904_temperature,25.44,2026-01-21T05:02:53.352Z
sensor.te_0904_temperature,25.52,2026-01-21T05:02:56.452Z
sensor.te_0904_temperature,25.55,2026-01-21T05:03:15.166Z
sensor.te_0904_temperature,25.5,2026-01-21T05:03:21.418Z
sensor.te_0904_temperature,25.56,2026-01-21T05:03:27.648Z
sensor.te_0904_temperature,25.49,2026-01-21T05:03:43.234Z
sensor.te_0904_temperature,25.44,2026-01-21T05:03:49.462Z
sensor.te_0904_temperature,25.49,2026-01-21T05:04:08.258Z
sensor.te_0904_temperature,25.53,2026-01-21T05:04:17.540Z
sensor.te_0904_temperature,25.5,2026-01-21T05:04:23.671Z
sensor.te_0904_temperature,25.52,2026-01-21T05:04:30.034Z
sensor.te_0904_temperature,25.51,2026-01-21T05:04:54.815Z
sensor.te_0904_temperature,25.55,2026-01-21T05:05:01.141Z
sensor.te_0904_temperature,25.54,2026-01-21T05:05:13.583Z
sensor.te_0904_temperature,25.51,2026-01-21T05:05:29.216Z
sensor.te_0904_temperature,25.58,2026-01-21T05:05:35.400Z
sensor.te_0904_temperature,25.56,2026-01-21T05:05:44.873Z
sensor.te_0904_temperature,25.46,2026-01-21T05:05:54.295Z
sensor.te_0904_temperature,25.57,2026-01-21T05:06:19.326Z
sensor.te_0904_temperature,25.53,2026-01-21T05:06:25.628Z
sensor.te_0904_temperature,25.48,2026-01-21T05:06:31.776Z
sensor.te_0904_temperature,25.55,2026-01-21T05:06:38.114Z
sensor.te_0904_temperature,25.56,2026-01-21T05:07:03.018Z
sensor.te_0904_temperature,25.51,2026-01-21T05:07:31.267Z
sensor.te_0904_temperature,25.57,2026-01-21T05:07:34.348Z
sensor.te_0904_temperature,25.49,2026-01-21T05:07:40.483Z
sensor.te_0904_temperature,25.6,2026-01-21T05:07:43.567Z
sensor.te_0904_temperature,25.59,2026-01-21T05:08:08.348Z
sensor.te_0904_temperature,25.52,2026-01-21T05:08:11.501Z
sensor.te_0904_temperature,25.51,2026-01-21T05:08:20.823Z
sensor.te_0904_temperature,25.55,2026-01-21T05:08:30.148Z
sensor.te_0904_temperature,25.51,2026-01-21T05:08:39.372Z
sensor.te_0904_temperature,25.56,2026-01-21T05:08:48.720Z
sensor.te_0904_temperature,25.55,2026-01-21T05:08:58.042Z
sensor.te_0904_temperature,25.51,2026-01-21T05:09:10.419Z
sensor.te_0904_temperature,25.56,2026-01-21T05:09:19.764Z
sensor.te_0904_temperature,25.5,2026-01-21T05:09:29.131Z
sensor.te_0904_temperature,25.55,2026-01-21T05:09:38.442Z
sensor.te_0904_temperature,25.58,2026-01-21T05:09:47.779Z
sensor.te_0904_temperature,25.56,2026-01-21T05:09:57.092Z
sensor.te_0904_temperature,25.57,2026-01-21T05:10:18.714Z
sensor.te_0904_temperature,25.51,2026-01-21T05:10:24.990Z
sensor.te_0904_temperature,25.53,2026-01-21T05:10:28.036Z
sensor.te_0904_temperature,25.57,2026-01-21T05:10:34.352Z
sensor.te_0904_temperature,25.56,2026-01-21T05:10:43.673Z
sensor.te_0904_temperature,25.54,2026-01-21T05:10:59.240Z
sensor.te_0904_temperature,25.61,2026-01-21T05:11:08.564Z
sensor.te_0904_temperature,25.59,2026-01-21T05:11:24.053Z
sensor.te_0904_temperature,25.56,2026-01-21T05:11:27.200Z
sensor.te_0904_temperature,25.58,2026-01-21T05:11:33.375Z
sensor.te_0904_temperature,25.56,2026-01-21T05:11:36.528Z
sensor.te_0904_temperature,25.58,2026-01-21T05:11:42.688Z
sensor.te_0904_temperature,25.57,2026-01-21T05:11:52.005Z
sensor.te_0904_temperature,25.59,2026-01-21T05:11:58.240Z
sensor.te_0904_temperature,25.57,2026-01-21T05:12:20.143Z
sensor.te_0904_temperature,25.62,2026-01-21T05:12:29.385Z
sensor.te_0904_temperature,25.59,2026-01-21T05:12:35.696Z
sensor.te_0904_temperature,25.54,2026-01-21T05:12:41.872Z
sensor.te_0904_temperature,25.55,2026-01-21T05:12:48.196Z
sensor.te_0904_temperature,25.59,2026-01-21T05:12:54.362Z
sensor.te_0904_temperature,25.58,2026-01-21T05:13:06.947Z
sensor.te_0904_temperature,25.57,2026-01-21T05:13:19.436Z
sensor.te_0904_temperature,25.58,2026-01-21T05:13:25.599Z
sensor.te_0904_temperature,25.57,2026-01-21T05:13:35.088Z
sensor.te_0904_temperature,25.52,2026-01-21T05:13:44.509Z
sensor.te_0904_temperature,25.63,2026-01-21T05:13:53.944Z
sensor.te_0904_temperature,25.59,2026-01-21T05:14:15.956Z
sensor.te_0904_temperature,25.57,2026-01-21T05:14:25.271Z
sensor.te_0904_temperature,25.66,2026-01-21T05:14:31.545Z
sensor.te_0904_temperature,25.56,2026-01-21T05:14:41.040Z
sensor.te_0904_temperature,25.64,2026-01-21T05:15:08.993Z
sensor.te_0904_temperature,25.61,2026-01-21T05:15:30.807Z
sensor.te_0904_temperature,25.57,2026-01-21T05:15:43.293Z
sensor.te_0904_temperature,25.61,2026-01-21T05:16:17.704Z
sensor.te_0904_temperature,25.58,2026-01-21T05:16:23.983Z
sensor.te_0904_temperature,25.55,2026-01-21T05:16:30.209Z
sensor.te_0904_temperature,25.6,2026-01-21T05:16:36.443Z
sensor.te_0904_temperature,25.58,2026-01-21T05:16:48.951Z
sensor.te_0904_temperature,25.57,2026-01-21T05:16:52.038Z
sensor.te_0904_temperature,25.61,2026-01-21T05:17:07.676Z
sensor.te_0904_temperature,25.63,2026-01-21T05:17:13.841Z
sensor.te_0904_temperature,25.56,2026-01-21T05:17:29.491Z
